arquivo;algoritmo;estrutura;execucao;tempo_ms
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;6;711,9995
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;7;762,1920
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;8;740,3768
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;9;724,2803
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;10;690,2311
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;11;712,6361
sample200-23880.gr;BFS;LISTA;1;5,1020
sample200-23880.gr;BFS;LISTA;2;4,8035
sample200-23880.gr;BFS;LISTA;3;4,7689
sample200-23880.gr;BFS;LISTA;4;4,7518
sample200-23880.gr;BFS;LISTA;5;4,8490
sample200-23880.gr;BFS;LISTA;6;4,7146
sample200-23880.gr;BFS;LISTA;7;4,6419
sample200-23880.gr;BFS;LISTA;8;4,7832
sample200-23880.gr;BFS;LISTA;9;4,5321
sample200-23880.gr;BFS;LISTA;10;4,7973
sample200-23880.gr;BFS;LISTA;11;3,5671
sample200-23880.gr;BFS;MATRIZ;1;3,4200
sample200-23880.gr;BFS;MATRIZ;2;3,4417
sample200-23880.gr;BFS;MATRIZ;3;3,5463
sample200-23880.gr;BFS;MATRIZ;4;3,4206
sample200-23880.gr;BFS;MATRIZ;5;3,3886
sample200-23880.gr;BFS;MATRIZ;6;3,3916
sample200-23880.gr;BFS;MATRIZ;7;3,4847
sample200-23880.gr;BFS;MATRIZ;8;3,4176
sample200-23880.gr;BFS;MATRIZ;9;3,3158
sample200-23880.gr;BFS;MATRIZ;10;3,3318
sample200-23880.gr;BFS;MATRIZ;11;3,3495
sample200-23880.gr;DFS;LISTA;1;2,8541
sample200-23880.gr;DFS;LISTA;2;2,3351
sample200-23880.gr;DFS;LISTA;3;2,3465
sample200-23880.gr;DFS;LISTA;4;2,2313
sample200-23880.gr;DFS;LISTA;5;2,2193
sample200-23880.gr;DFS;LISTA;6;2,2731
sample200-23880.gr;DFS;LISTA;7;2,7028
sample200-23880.gr;DFS;LISTA;8;2,2334
sample200-23880.gr;DFS;LISTA;9;2,2239
sample200-23880.gr;DFS;LISTA;10;2,2295
sample200-23880.gr;DFS;LISTA;11;2,2750
sample200-23880.gr;DFS;MATRIZ;1;3,4157
sample200-23880.gr;DFS;MATRIZ;2;3,3688
sample200-23880.gr;DFS;MATRIZ;3;3,3978
sample200-23880.gr;DFS;MATRIZ;4;3,3860
sample200-23880.gr;DFS;MATRIZ;5;3,3617
sample200-23880.gr;DFS;MATRIZ;6;3,3989
sample200-23880.gr;DFS;MATRIZ;7;3,4555
sample200-23880.gr;DFS;MATRIZ;8;3,3787
sample200-23880.gr;DFS;MATRIZ;9;3,3654
sample200-23880.gr;DFS;MATRIZ;10;3,3492
sample200-23880.gr;DFS;MATRIZ;11;3,4571
sample200-23880.gr;KRUSKAL;LISTA;1;7,7330
sample200-23880.gr;KRUSKAL;LISTA;2;7,5900
sample200-23880.gr;KRUSKAL;LISTA;3;7,3396
sample200-23880.gr;KRUSKAL;LISTA;4;7,2901
sample200-23880.gr;KRUSKAL;LISTA;5;7,3962
sample200-23880.gr;KRUSKAL;LISTA;6;7,1998
sample200-23880.gr;KRUSKAL;LISTA;7;7,5668
sample200-23880.gr;KRUSKAL;LISTA;8;7,2202
sample200-23880.gr;KRUSKAL;LISTA;9;7,2429
sample200-23880.gr;KRUSKAL;LISTA;10;7,1558
sample200-23880.gr;KRUSKAL;LISTA;11;7,3310
sample200-23880.gr;KRUSKAL;MATRIZ;1;11,5230
sample200-23880.gr;KRUSKAL;MATRIZ;2;8,8178
sample200-23880.gr;KRUSKAL;MATRIZ;3;10,5575
sample200-23880.gr;KRUSKAL;MATRIZ;4;7,5614
sample200-23880.gr;KRUSKAL;MATRIZ;5;9,6173
sample200-23880.gr;KRUSKAL;MATRIZ;6;10,1028
sample200-23880.gr;KRUSKAL;MATRIZ;7;9,7224
sample200-23880.gr;KRUSKAL;MATRIZ;8;9,7135
sample200-23880.gr;KRUSKAL;MATRIZ;9;9,8963
sample200-23880.gr;KRUSKAL;MATRIZ;10;9,7921
sample200-23880.gr;KRUSKAL;MATRIZ;11;9,4021
sample200-23880.gr;PRIM;LISTA;1;8,1265
sample200-23880.gr;PRIM;LISTA;2;8,0583
sample200-23880.gr;PRIM;LISTA;3;7,9324
sample200-23880.gr;PRIM;LISTA;4;8,0675
sample200-23880.gr;PRIM;LISTA;5;7,9622
sample200-23880.gr;PRIM;LISTA;6;8,0163
sample200-23880.gr;PRIM;LISTA;7;7,9369
sample200-23880.gr;PRIM;LISTA;8;8,0720
sample200-23880.gr;PRIM;LISTA;9;7,8949
sample200-23880.gr;PRIM;LISTA;10;7,9822
sample200-23880.gr;PRIM;LISTA;11;7,9570
sample200-23880.gr;PRIM;MATRIZ;1;10,0544
sample200-23880.gr;PRIM;MATRIZ;2;9,7489
sample200-23880.gr;PRIM;MATRIZ;3;9,2050
sample200-23880.gr;PRIM;MATRIZ;4;10,3048
sample200-23880.gr;PRIM;MATRIZ;5;11,3826
sample200-23880.gr;PRIM;MATRIZ;6;12,3756
sample200-23880.gr;PRIM;MATRIZ;7;12,1498
sample200-23880.gr;PRIM;MATRIZ;8;12,3170
sample200-23880.gr;PRIM;MATRIZ;9;12,0176
sample200-23880.gr;PRIM;MATRIZ;10;12,5030
sample200-23880.gr;PRIM;MATRIZ;11;10,4930
sample200-23880.gr;DIJKSTRA;LISTA;1;2,7097
sample200-23880.gr;DIJKSTRA;LISTA;2;2,5880
sample200-23880.gr;DIJKSTRA;LISTA;3;2,6613
sample200-23880.gr;DIJKSTRA;LISTA;4;2,5451
sample200-23880.gr;DIJKSTRA;LISTA;5;2,5900
sample200-23880.gr;DIJKSTRA;LISTA;6;2,5397
sample200-23880.gr;DIJKSTRA;LISTA;7;2,5601
sample200-23880.gr;DIJKSTRA;LISTA;8;2,6264
sample200-23880.gr;DIJKSTRA;LISTA;9;2,5899
sample200-23880.gr;DIJKSTRA;LISTA;10;2,5881
sample200-23880.gr;DIJKSTRA;LISTA;11;2,5088
sample200-23880.gr;DIJKSTRA;MATRIZ;1;3,7900
sample200-23880.gr;DIJKSTRA;MATRIZ;2;3,6561
sample200-23880.gr;DIJKSTRA;MATRIZ;3;3,7104
sample200-23880.gr;DIJKSTRA;MATRIZ;4;3,6638
sample200-23880.gr;DIJKSTRA;MATRIZ;5;3,6806
sample200-23880.gr;DIJKSTRA;MATRIZ;6;3,9582
sample200-23880.gr;DIJKSTRA;MATRIZ;7;3,5852
sample200-23880.gr;DIJKSTRA;MATRIZ;8;3,7214
sample200-23880.gr;DIJKSTRA;MATRIZ;9;3,6383
sample200-23880.gr;DIJKSTRA;MATRIZ;10;3,6886
sample200-23880.gr;DIJKSTRA;MATRIZ;11;3,6088
sample200-23880.gr;BELLMANFORD;LISTA;1;8,4833
sample200-23880.gr;BELLMANFORD;LISTA;2;8,4555
sample200-23880.gr;BELLMANFORD;LISTA;3;8,4149
sample200-23880.gr;BELLMANFORD;LISTA;4;8,3439
sample200-23880.gr;BELLMANFORD;LISTA;5;8,5085
sample200-23880.gr;BELLMANFORD;LISTA;6;8,2894
sample200-23880.gr;BELLMANFORD;LISTA;7;8,3937
sample200-23880.gr;BELLMANFORD;LISTA;8;8,3336
sample200-23880.gr;BELLMANFORD;LISTA;9;8,2902
sample200-23880.gr;BELLMANFORD;LISTA;10;8,4151
sample200-23880.gr;BELLMANFORD;LISTA;11;8,3532
sample200-23880.gr;BELLMANFORD;MATRIZ;1;70,0027
sample200-23880.gr;BELLMANFORD;MATRIZ;2;68,3992
sample200-23880.gr;BELLMANFORD;MATRIZ;3;68,2058
sample200-23880.gr;BELLMANFORD;MATRIZ;4;80,3190
sample200-23880.gr;BELLMANFORD;MATRIZ;5;72,7226
sample200-23880.gr;BELLMANFORD;MATRIZ;6;72,6272
sample200-23880.gr;BELLMANFORD;MATRIZ;7;73,8635
sample200-23880.gr;BELLMANFORD;MATRIZ;8;71,6897
sample200-23880.gr;BELLMANFORD;MATRIZ;9;72,9324
sample200-23880.gr;BELLMANFORD;MATRIZ;10;71,2917
sample200-23880.gr;BELLMANFORD;MATRIZ;11;71,1801
sample200-23880.gr;FLOYDWARSHALL;LISTA;1;706,3345
sample200-23880.gr;FLOYDWARSHALL;LISTA;2;701,5884
sample200-23880.gr;FLOYDWARSHALL;LISTA;3;724,0823
sample200-23880.gr;FLOYDWARSHALL;LISTA;4;716,2729
sample200-23880.gr;FLOYDWARSHALL;LISTA;5;756,5094
sample200-23880.gr;FLOYDWARSHALL;LISTA;6;736,3882
sample200-23880.gr;FLOYDWARSHALL;LISTA;7;675,9357
sample200-23880.gr;FLOYDWARSHALL;LISTA;8;736,4935
sample200-23880.gr;FLOYDWARSHALL;LISTA;9;721,0448
sample200-23880.gr;FLOYDWARSHALL;LISTA;10;735,9867
sample200-23880.gr;FLOYDWARSHALL;LISTA;11;731,2496
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;1;743,3128
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;2;692,0622
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;3;630,9867
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;4;708,3946
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;5;667,5560
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;6;675,7869
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;7;740,9341
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;8;711,7848
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;9;704,6255
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;10;712,0674
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;11;729,2866
sample200-31840.gr;BFS;LISTA;1;4,4636
sample200-31840.gr;BFS;LISTA;2;4,9066
sample200-31840.gr;BFS;LISTA;3;4,8008
sample200-31840.gr;BFS;LISTA;4;4,8085
sample200-31840.gr;BFS;LISTA;5;4,8096
sample200-31840.gr;BFS;LISTA;6;4,8195
sample200-31840.gr;BFS;LISTA;7;4,7280
sample200-31840.gr;BFS;LISTA;8;4,8226
sample200-31840.gr;BFS;LISTA;9;3,3623
sample200-31840.gr;BFS;LISTA;10;3,1553
sample200-31840.gr;BFS;LISTA;11;3,3673
sample200-31840.gr;BFS;MATRIZ;1;3,3320
sample200-31840.gr;BFS;MATRIZ;2;3,3416
sample200-31840.gr;BFS;MATRIZ;3;3,3007
sample200-31840.gr;BFS;MATRIZ;4;3,2397
sample200-31840.gr;BFS;MATRIZ;5;3,3675
sample200-31840.gr;BFS;MATRIZ;6;3,3818
sample200-31840.gr;BFS;MATRIZ;7;3,3089
sample200-31840.gr;BFS;MATRIZ;8;4,7597
sample200-31840.gr;BFS;MATRIZ;9;2,9229
sample200-31840.gr;BFS;MATRIZ;10;2,8773
sample200-31840.gr;BFS;MATRIZ;11;2,8864
sample200-31840.gr;DFS;LISTA;1;2,1141
sample200-31840.gr;DFS;LISTA;2;2,0511
sample200-31840.gr;DFS;LISTA;3;2,1205
sample200-31840.gr;DFS;LISTA;4;2,2754
sample200-31840.gr;DFS;LISTA;5;2,0507
sample200-31840.gr;DFS;LISTA;6;4,9062
sample200-31840.gr;DFS;LISTA;7;4,7566
sample200-31840.gr;DFS;LISTA;8;3,7740
sample200-31840.gr;DFS;LISTA;9;3,1496
sample200-31840.gr;DFS;LISTA;10;4,6280
sample200-31840.gr;DFS;LISTA;11;4,6401
sample200-31840.gr;DFS;MATRIZ;1;5,1148
sample200-31840.gr;DFS;MATRIZ;2;5,1421
sample200-31840.gr;DFS;MATRIZ;3;5,0885
sample200-31840.gr;DFS;MATRIZ;4;4,9805
sample200-31840.gr;DFS;MATRIZ;5;5,1281
sample200-31840.gr;DFS;MATRIZ;6;5,0800
sample200-31840.gr;DFS;MATRIZ;7;5,2491
sample200-31840.gr;DFS;MATRIZ;8;5,1123
sample200-31840.gr;DFS;MATRIZ;9;5,2260
sample200-31840.gr;DFS;MATRIZ;10;5,2473
sample200-31840.gr;DFS;MATRIZ;11;4,6468
sample200-31840.gr;KRUSKAL;LISTA;1;9,1201
sample200-31840.gr;KRUSKAL;LISTA;2;8,3877
sample200-31840.gr;KRUSKAL;LISTA;3;10,4751
sample200-31840.gr;KRUSKAL;LISTA;4;10,5663
sample200-31840.gr;KRUSKAL;LISTA;5;10,2149
sample200-31840.gr;KRUSKAL;LISTA;6;10,2109
sample200-31840.gr;KRUSKAL;LISTA;7;7,5401
sample200-31840.gr;KRUSKAL;LISTA;8;7,9316
sample200-31840.gr;KRUSKAL;LISTA;9;7,7296
sample200-31840.gr;KRUSKAL;LISTA;10;7,9850
sample200-31840.gr;KRUSKAL;LISTA;11;7,7502
sample200-31840.gr;KRUSKAL;MATRIZ;1;8,2065
sample200-31840.gr;KRUSKAL;MATRIZ;2;8,2639
sample200-31840.gr;KRUSKAL;MATRIZ;3;8,2928
sample200-31840.gr;KRUSKAL;MATRIZ;4;8,3534
sample200-31840.gr;KRUSKAL;MATRIZ;5;8,4821
sample200-31840.gr;KRUSKAL;MATRIZ;6;8,3181
sample200-31840.gr;KRUSKAL;MATRIZ;7;8,4250
sample200-31840.gr;KRUSKAL;MATRIZ;8;8,2163
sample200-31840.gr;KRUSKAL;MATRIZ;9;8,3940
sample200-31840.gr;KRUSKAL;MATRIZ;10;8,5079
sample200-31840.gr;KRUSKAL;MATRIZ;11;8,4704
sample200-31840.gr;PRIM;LISTA;1;8,8350
sample200-31840.gr;PRIM;LISTA;2;8,7503
sample200-31840.gr;PRIM;LISTA;3;8,8192
sample200-31840.gr;PRIM;LISTA;4;8,6216
sample200-31840.gr;PRIM;LISTA;5;8,8282
sample200-31840.gr;PRIM;LISTA;6;8,7037
sample200-31840.gr;PRIM;LISTA;7;8,6852
sample200-31840.gr;PRIM;LISTA;8;8,8210
sample200-31840.gr;PRIM;LISTA;9;8,7563
sample200-31840.gr;PRIM;LISTA;10;8,6865
sample200-31840.gr;PRIM;LISTA;11;8,7736
sample200-31840.gr;PRIM;MATRIZ;1;10,2056
sample200-31840.gr;PRIM;MATRIZ;2;10,5931
sample200-31840.gr;PRIM;MATRIZ;3;9,9391
sample200-31840.gr;PRIM;MATRIZ;4;9,8816
sample200-31840.gr;PRIM;MATRIZ;5;9,9158
sample200-31840.gr;PRIM;MATRIZ;6;9,5951
sample200-31840.gr;PRIM;MATRIZ;7;9,6843
sample200-31840.gr;PRIM;MATRIZ;8;9,3877
sample200-31840.gr;PRIM;MATRIZ;9;9,2311
sample200-31840.gr;PRIM;MATRIZ;10;9,0209
sample200-31840.gr;PRIM;MATRIZ;11;9,0947
sample200-31840.gr;DIJKSTRA;LISTA;1;2,7674
sample200-31840.gr;DIJKSTRA;LISTA;2;2,7015
sample200-31840.gr;DIJKSTRA;LISTA;3;2,7449
sample200-31840.gr;DIJKSTRA;LISTA;4;2,6413
sample200-31840.gr;DIJKSTRA;LISTA;5;2,5531
sample200-31840.gr;DIJKSTRA;LISTA;6;2,5701
sample200-31840.gr;DIJKSTRA;LISTA;7;2,6094
sample200-31840.gr;DIJKSTRA;LISTA;8;2,7250
sample200-31840.gr;DIJKSTRA;LISTA;9;2,6555
sample200-31840.gr;DIJKSTRA;LISTA;10;2,5929
sample200-31840.gr;DIJKSTRA;LISTA;11;2,5751
sample200-31840.gr;DIJKSTRA;MATRIZ;1;3,6017
sample200-31840.gr;DIJKSTRA;MATRIZ;2;3,5939
sample200-31840.gr;DIJKSTRA;MATRIZ;3;3,6922
sample200-31840.gr;DIJKSTRA;MATRIZ;4;3,5009
sample200-31840.gr;DIJKSTRA;MATRIZ;5;3,5402
sample200-31840.gr;DIJKSTRA;MATRIZ;6;3,6932
sample200-31840.gr;DIJKSTRA;MATRIZ;7;3,5540
sample200-31840.gr;DIJKSTRA;MATRIZ;8;3,7070
sample200-31840.gr;DIJKSTRA;MATRIZ;9;3,5771
sample200-31840.gr;DIJKSTRA;MATRIZ;10;3,7479
sample200-31840.gr;DIJKSTRA;MATRIZ;11;3,7049
sample200-31840.gr;BELLMANFORD;LISTA;1;10,1522
sample200-31840.gr;BELLMANFORD;LISTA;2;10,4600
sample200-31840.gr;BELLMANFORD;LISTA;3;10,1818
sample200-31840.gr;BELLMANFORD;LISTA;4;10,0407
sample200-31840.gr;BELLMANFORD;LISTA;5;10,0696
sample200-31840.gr;BELLMANFORD;LISTA;6;10,1668
sample200-31840.gr;BELLMANFORD;LISTA;7;9,9031
sample200-31840.gr;BELLMANFORD;LISTA;8;10,1817
sample200-31840.gr;BELLMANFORD;LISTA;9;9,9654
sample200-31840.gr;BELLMANFORD;LISTA;10;10,2548
sample200-31840.gr;BELLMANFORD;LISTA;11;10,1235
sample200-31840.gr;BELLMANFORD;MATRIZ;1;64,3834
sample200-31840.gr;BELLMANFORD;MATRIZ;2;61,9206
sample200-31840.gr;BELLMANFORD;MATRIZ;3;63,3721
sample200-31840.gr;BELLMANFORD;MATRIZ;4;63,8976
sample200-31840.gr;BELLMANFORD;MATRIZ;5;61,0158
sample200-31840.gr;BELLMANFORD;MATRIZ;6;61,5020
sample200-31840.gr;BELLMANFORD;MATRIZ;7;62,7660
sample200-31840.gr;BELLMANFORD;MATRIZ;8;63,2709
sample200-31840.gr;BELLMANFORD;MATRIZ;9;62,0349
sample200-31840.gr;BELLMANFORD;MATRIZ;10;62,7189
sample200-31840.gr;BELLMANFORD;MATRIZ;11;62,3221
sample200-31840.gr;FLOYDWARSHALL;LISTA;1;708,6919
sample200-31840.gr;FLOYDWARSHALL;LISTA;2;738,7469
sample200-31840.gr;FLOYDWARSHALL;LISTA;3;713,4535
sample200-31840.gr;FLOYDWARSHALL;LISTA;4;717,5299
sample200-31840.gr;FLOYDWARSHALL;LISTA;5;718,2424
sample200-31840.gr;FLOYDWARSHALL;LISTA;6;683,5524
sample200-31840.gr;FLOYDWARSHALL;LISTA;7;674,1978
sample200-31840.gr;FLOYDWARSHALL;LISTA;8;702,3620
sample200-31840.gr;FLOYDWARSHALL;LISTA;9;679,8207
sample200-31840.gr;FLOYDWARSHALL;LISTA;10;688,0898
sample200-31840.gr;FLOYDWARSHALL;LISTA;11;703,2857
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;1;693,2470
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;2;718,1913
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;3;678,7456
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;4;846,6210
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;5;979,1072
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;6;788,6258
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;7;998,3649
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;8;780,6356
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;9;901,7518
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;10;999,7482
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;11;828,6141
sample200-39800.gr;BFS;LISTA;1;3,3081
sample200-39800.gr;BFS;LISTA;2;3,9072
sample200-39800.gr;BFS;LISTA;3;4,7332
sample200-39800.gr;BFS;LISTA;4;4,5804
sample200-39800.gr;BFS;LISTA;5;4,5132
sample200-39800.gr;BFS;LISTA;6;4,7115
sample200-39800.gr;BFS;LISTA;7;4,6746
sample200-39800.gr;BFS;LISTA;8;4,7675
sample200-39800.gr;BFS;LISTA;9;4,6033
sample200-39800.gr;BFS;LISTA;10;4,7008
sample200-39800.gr;BFS;LISTA;11;4,6743
sample200-39800.gr;BFS;MATRIZ;1;4,8972
sample200-39800.gr;BFS;MATRIZ;2;4,9918
sample200-39800.gr;BFS;MATRIZ;3;5,1157
sample200-39800.gr;BFS;MATRIZ;4;4,8663
sample200-39800.gr;BFS;MATRIZ;5;4,9712
sample200-39800.gr;BFS;MATRIZ;6;4,9911
sample200-39800.gr;BFS;MATRIZ;7;4,9466
sample200-39800.gr;BFS;MATRIZ;8;4,9571
sample200-39800.gr;BFS;MATRIZ;9;4,0106
sample200-39800.gr;BFS;MATRIZ;10;3,4844
sample200-39800.gr;BFS;MATRIZ;11;3,4250
sample200-39800.gr;DFS;LISTA;1;2,8152
sample200-39800.gr;DFS;LISTA;2;2,2649
sample200-39800.gr;DFS;LISTA;3;2,2648
sample200-39800.gr;DFS;LISTA;4;2,7109
sample200-39800.gr;DFS;LISTA;5;2,2148
sample200-39800.gr;DFS;LISTA;6;2,1895
sample200-39800.gr;DFS;LISTA;7;2,2049
sample200-39800.gr;DFS;LISTA;8;2,7575
sample200-39800.gr;DFS;LISTA;9;3,2105
sample200-39800.gr;DFS;LISTA;10;4,7169
sample200-39800.gr;DFS;LISTA;11;4,4697
sample200-39800.gr;DFS;MATRIZ;1;4,9792
sample200-39800.gr;DFS;MATRIZ;2;4,9388
sample200-39800.gr;DFS;MATRIZ;3;4,9308
sample200-39800.gr;DFS;MATRIZ;4;5,0161
sample200-39800.gr;DFS;MATRIZ;5;4,6696
sample200-39800.gr;DFS;MATRIZ;6;4,9152
sample200-39800.gr;DFS;MATRIZ;7;4,8359
sample200-39800.gr;DFS;MATRIZ;8;5,0415
sample200-39800.gr;DFS;MATRIZ;9;4,9473
sample200-39800.gr;DFS;MATRIZ;10;4,9949
sample200-39800.gr;DFS;MATRIZ;11;4,9299
sample200-39800.gr;KRUSKAL;LISTA;1;10,8339
sample200-39800.gr;KRUSKAL;LISTA;2;9,4002
sample200-39800.gr;KRUSKAL;LISTA;3;8,0962
sample200-39800.gr;KRUSKAL;LISTA;4;7,9449
sample200-39800.gr;KRUSKAL;LISTA;5;7,9587
sample200-39800.gr;KRUSKAL;LISTA;6;7,8608
sample200-39800.gr;KRUSKAL;LISTA;7;7,7756
sample200-39800.gr;KRUSKAL;LISTA;8;7,8416
sample200-39800.gr;KRUSKAL;LISTA;9;7,7277
sample200-39800.gr;KRUSKAL;LISTA;10;7,7777
sample200-39800.gr;KRUSKAL;LISTA;11;7,8410
sample200-39800.gr;KRUSKAL;MATRIZ;1;7,9464
sample200-39800.gr;KRUSKAL;MATRIZ;2;8,0687
sample200-39800.gr;KRUSKAL;MATRIZ;3;9,8208
sample200-39800.gr;KRUSKAL;MATRIZ;4;8,0897
sample200-39800.gr;KRUSKAL;MATRIZ;5;7,7241
sample200-39800.gr;KRUSKAL;MATRIZ;6;8,2436
sample200-39800.gr;KRUSKAL;MATRIZ;7;7,8198
sample200-39800.gr;KRUSKAL;MATRIZ;8;8,0855
sample200-39800.gr;KRUSKAL;MATRIZ;9;7,8952
sample200-39800.gr;KRUSKAL;MATRIZ;10;7,8252
sample200-39800.gr;KRUSKAL;MATRIZ;11;7,9228
sample200-39800.gr;PRIM;LISTA;1;9,6356
sample200-39800.gr;PRIM;LISTA;2;9,3181
sample200-39800.gr;PRIM;LISTA;3;9,3375
sample200-39800.gr;PRIM;LISTA;4;9,3659
sample200-39800.gr;PRIM;LISTA;5;9,2245
sample200-39800.gr;PRIM;LISTA;6;9,3468
sample200-39800.gr;PRIM;LISTA;7;9,2999
sample200-39800.gr;PRIM;LISTA;8;9,3548
sample200-39800.gr;PRIM;LISTA;9;9,3273
sample200-39800.gr;PRIM;LISTA;10;9,3906
sample200-39800.gr;PRIM;LISTA;11;9,3223
sample200-39800.gr;PRIM;MATRIZ;1;11,4047
sample200-39800.gr;PRIM;MATRIZ;2;12,5026
sample200-39800.gr;PRIM;MATRIZ;3;10,4403
sample200-39800.gr;PRIM;MATRIZ;4;11,2898
sample200-39800.gr;PRIM;MATRIZ;5;11,6756
sample200-39800.gr;PRIM;MATRIZ;6;13,9012
sample200-39800.gr;PRIM;MATRIZ;7;12,4476
sample200-39800.gr;PRIM;MATRIZ;8;13,1118
sample200-39800.gr;PRIM;MATRIZ;9;13,3687
sample200-39800.gr;PRIM;MATRIZ;10;12,8608
sample200-39800.gr;PRIM;MATRIZ;11;14,0754
sample200-39800.gr;DIJKSTRA;LISTA;1;5,1895
sample200-39800.gr;DIJKSTRA;LISTA;2;5,7052
sample200-39800.gr;DIJKSTRA;LISTA;3;5,5952
sample200-39800.gr;DIJKSTRA;LISTA;4;5,3418
sample200-39800.gr;DIJKSTRA;LISTA;5;4,8577
sample200-39800.gr;DIJKSTRA;LISTA;6;5,1055
sample200-39800.gr;DIJKSTRA;LISTA;7;5,4547
sample200-39800.gr;DIJKSTRA;LISTA;8;5,6471
sample200-39800.gr;DIJKSTRA;LISTA;9;5,4603
sample200-39800.gr;DIJKSTRA;LISTA;10;5,4675
sample200-39800.gr;DIJKSTRA;LISTA;11;5,8616
sample200-39800.gr;DIJKSTRA;MATRIZ;1;6,9058
sample200-39800.gr;DIJKSTRA;MATRIZ;2;5,5335
sample200-39800.gr;DIJKSTRA;MATRIZ;3;5,3533
sample200-39800.gr;DIJKSTRA;MATRIZ;4;6,4011
sample200-39800.gr;DIJKSTRA;MATRIZ;5;4,4620
sample200-39800.gr;DIJKSTRA;MATRIZ;6;4,4736
sample200-39800.gr;DIJKSTRA;MATRIZ;7;3,8978
sample200-39800.gr;DIJKSTRA;MATRIZ;8;6,6043
sample200-39800.gr;DIJKSTRA;MATRIZ;9;5,3305
sample200-39800.gr;DIJKSTRA;MATRIZ;10;3,7619
sample200-39800.gr;DIJKSTRA;MATRIZ;11;5,0666
sample200-39800.gr;BELLMANFORD;LISTA;1;11,4892
sample200-39800.gr;BELLMANFORD;LISTA;2;13,9415
sample200-39800.gr;BELLMANFORD;LISTA;3;14,3827
sample200-39800.gr;BELLMANFORD;LISTA;4;14,2032
sample200-39800.gr;BELLMANFORD;LISTA;5;14,1163
sample200-39800.gr;BELLMANFORD;LISTA;6;14,0503
sample200-39800.gr;BELLMANFORD;LISTA;7;14,2398
sample200-39800.gr;BELLMANFORD;LISTA;8;13,6065
sample200-39800.gr;BELLMANFORD;LISTA;9;13,8118
sample200-39800.gr;BELLMANFORD;LISTA;10;14,2351
sample200-39800.gr;BELLMANFORD;LISTA;11;13,6674
sample200-39800.gr;BELLMANFORD;MATRIZ;1;62,8555
sample200-39800.gr;BELLMANFORD;MATRIZ;2;61,4021
sample200-39800.gr;BELLMANFORD;MATRIZ;3;61,9885
sample200-39800.gr;BELLMANFORD;MATRIZ;4;67,7778
sample200-39800.gr;BELLMANFORD;MATRIZ;5;60,9232
sample200-39800.gr;BELLMANFORD;MATRIZ;6;59,4922
sample200-39800.gr;BELLMANFORD;MATRIZ;7;60,9784
sample200-39800.gr;BELLMANFORD;MATRIZ;8;62,5848
sample200-39800.gr;BELLMANFORD;MATRIZ;9;60,4463
sample200-39800.gr;BELLMANFORD;MATRIZ;10;59,4088
sample200-39800.gr;BELLMANFORD;MATRIZ;11;61,6228
sample200-39800.gr;FLOYDWARSHALL;LISTA;1;679,8711
sample200-39800.gr;FLOYDWARSHALL;LISTA;2;681,2063
sample200-39800.gr;FLOYDWARSHALL;LISTA;3;677,7087
sample200-39800.gr;FLOYDWARSHALL;LISTA;4;687,1697
sample200-39800.gr;FLOYDWARSHALL;LISTA;5;709,3049
sample200-39800.gr;FLOYDWARSHALL;LISTA;6;720,6634
sample200-39800.gr;FLOYDWARSHALL;LISTA;7;862,4448
sample200-39800.gr;FLOYDWARSHALL;LISTA;8;893,3458
sample200-39800.gr;FLOYDWARSHALL;LISTA;9;925,2455
sample200-39800.gr;FLOYDWARSHALL;LISTA;10;890,7830
sample200-39800.gr;FLOYDWARSHALL;LISTA;11;886,8689
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;1;715,9650
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;2;844,3622
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;3;829,5343
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;4;723,7018
