arquivo;algoritmo;estrutura;execucao;tempo_ms
sample100-5940.gr;FLOYDWARSHALL;MATRIZ;7;175,8874
sample100-5940.gr;FLOYDWARSHALL;MATRIZ;8;171,0866
sample100-5940.gr;FLOYDWARSHALL;MATRIZ;9;192,7301
sample100-5940.gr;FLOYDWARSHALL;MATRIZ;10;169,4022
sample100-5940.gr;FLOYDWARSHALL;MATRIZ;11;195,2750
sample100-7920.gr;BFS;LISTA;1;3,7750
sample100-7920.gr;BFS;LISTA;2;2,2462
sample100-7920.gr;BFS;LISTA;3;2,2535
sample100-7920.gr;BFS;LISTA;4;2,2834
sample100-7920.gr;BFS;LISTA;5;2,3633
sample100-7920.gr;BFS;LISTA;6;2,7750
sample100-7920.gr;BFS;LISTA;7;2,2641
sample100-7920.gr;BFS;LISTA;8;2,3806
sample100-7920.gr;BFS;LISTA;9;3,2445
sample100-7920.gr;BFS;LISTA;10;3,5904
sample100-7920.gr;BFS;LISTA;11;3,5653
sample100-7920.gr;BFS;MATRIZ;1;3,2854
sample100-7920.gr;BFS;MATRIZ;2;3,0463
sample100-7920.gr;BFS;MATRIZ;3;3,3512
sample100-7920.gr;BFS;MATRIZ;4;3,6639
sample100-7920.gr;BFS;MATRIZ;5;3,2279
sample100-7920.gr;BFS;MATRIZ;6;3,1932
sample100-7920.gr;BFS;MATRIZ;7;3,4009
sample100-7920.gr;BFS;MATRIZ;8;3,1602
sample100-7920.gr;BFS;MATRIZ;9;2,8667
sample100-7920.gr;BFS;MATRIZ;10;2,2096
sample100-7920.gr;BFS;MATRIZ;11;3,5200
sample100-7920.gr;DFS;LISTA;1;2,9273
sample100-7920.gr;DFS;LISTA;2;2,7757
sample100-7920.gr;DFS;LISTA;3;3,1593
sample100-7920.gr;DFS;LISTA;4;3,1067
sample100-7920.gr;DFS;LISTA;5;2,4590
sample100-7920.gr;DFS;LISTA;6;2,6632
sample100-7920.gr;DFS;LISTA;7;3,8476
sample100-7920.gr;DFS;LISTA;8;2,7272
sample100-7920.gr;DFS;LISTA;9;2,4693
sample100-7920.gr;DFS;LISTA;10;2,3190
sample100-7920.gr;DFS;LISTA;11;2,3266
sample100-7920.gr;DFS;MATRIZ;1;2,4932
sample100-7920.gr;DFS;MATRIZ;2;2,7327
sample100-7920.gr;DFS;MATRIZ;3;2,5946
sample100-7920.gr;DFS;MATRIZ;4;2,4459
sample100-7920.gr;DFS;MATRIZ;5;2,4796
sample100-7920.gr;DFS;MATRIZ;6;2,5508
sample100-7920.gr;DFS;MATRIZ;7;2,5196
sample100-7920.gr;DFS;MATRIZ;8;2,7763
sample100-7920.gr;DFS;MATRIZ;9;4,6494
sample100-7920.gr;DFS;MATRIZ;10;2,5986
sample100-7920.gr;DFS;MATRIZ;11;2,5571
sample100-7920.gr;KRUSKAL;LISTA;1;4,1793
sample100-7920.gr;KRUSKAL;LISTA;2;4,1747
sample100-7920.gr;KRUSKAL;LISTA;3;5,3918
sample100-7920.gr;KRUSKAL;LISTA;4;5,0004
sample100-7920.gr;KRUSKAL;LISTA;5;5,0841
sample100-7920.gr;KRUSKAL;LISTA;6;4,1560
sample100-7920.gr;KRUSKAL;LISTA;7;3,7374
sample100-7920.gr;KRUSKAL;LISTA;8;4,0943
sample100-7920.gr;KRUSKAL;LISTA;9;3,8838
sample100-7920.gr;KRUSKAL;LISTA;10;4,0978
sample100-7920.gr;KRUSKAL;LISTA;11;3,7410
sample100-7920.gr;KRUSKAL;MATRIZ;1;4,1242
sample100-7920.gr;KRUSKAL;MATRIZ;2;3,8181
sample100-7920.gr;KRUSKAL;MATRIZ;3;3,7946
sample100-7920.gr;KRUSKAL;MATRIZ;4;3,8067
sample100-7920.gr;KRUSKAL;MATRIZ;5;4,0055
sample100-7920.gr;KRUSKAL;MATRIZ;6;3,8217
sample100-7920.gr;KRUSKAL;MATRIZ;7;3,7472
sample100-7920.gr;KRUSKAL;MATRIZ;8;3,7650
sample100-7920.gr;KRUSKAL;MATRIZ;9;3,8694
sample100-7920.gr;KRUSKAL;MATRIZ;10;3,9620
sample100-7920.gr;KRUSKAL;MATRIZ;11;3,7429
sample100-7920.gr;PRIM;LISTA;1;4,6497
sample100-7920.gr;PRIM;LISTA;2;3,9347
sample100-7920.gr;PRIM;LISTA;3;4,5393
sample100-7920.gr;PRIM;LISTA;4;4,5789
sample100-7920.gr;PRIM;LISTA;5;4,6432
sample100-7920.gr;PRIM;LISTA;6;4,7986
sample100-7920.gr;PRIM;LISTA;7;4,5851
sample100-7920.gr;PRIM;LISTA;8;2,8961
sample100-7920.gr;PRIM;LISTA;9;2,8056
sample100-7920.gr;PRIM;LISTA;10;3,0409
sample100-7920.gr;PRIM;LISTA;11;2,5847
sample100-7920.gr;PRIM;MATRIZ;1;2,6832
sample100-7920.gr;PRIM;MATRIZ;2;3,2518
sample100-7920.gr;PRIM;MATRIZ;3;2,8803
sample100-7920.gr;PRIM;MATRIZ;4;3,3120
sample100-7920.gr;PRIM;MATRIZ;5;2,9117
sample100-7920.gr;PRIM;MATRIZ;6;3,3465
sample100-7920.gr;PRIM;MATRIZ;7;2,9925
sample100-7920.gr;PRIM;MATRIZ;8;3,2741
sample100-7920.gr;PRIM;MATRIZ;9;3,1182
sample100-7920.gr;PRIM;MATRIZ;10;3,4063
sample100-7920.gr;PRIM;MATRIZ;11;2,8787
sample100-7920.gr;DIJKSTRA;LISTA;1;1,4458
sample100-7920.gr;DIJKSTRA;LISTA;2;1,2881
sample100-7920.gr;DIJKSTRA;LISTA;3;1,2505
sample100-7920.gr;DIJKSTRA;LISTA;4;1,2799
sample100-7920.gr;DIJKSTRA;LISTA;5;1,2507
sample100-7920.gr;DIJKSTRA;LISTA;6;1,2880
sample100-7920.gr;DIJKSTRA;LISTA;7;1,2766
sample100-7920.gr;DIJKSTRA;LISTA;8;1,2716
sample100-7920.gr;DIJKSTRA;LISTA;9;1,2614
sample100-7920.gr;DIJKSTRA;LISTA;10;1,2201
sample100-7920.gr;DIJKSTRA;LISTA;11;1,2264
sample100-7920.gr;DIJKSTRA;MATRIZ;1;1,7059
sample100-7920.gr;DIJKSTRA;MATRIZ;2;1,7402
sample100-7920.gr;DIJKSTRA;MATRIZ;3;1,7057
sample100-7920.gr;DIJKSTRA;MATRIZ;4;1,5857
sample100-7920.gr;DIJKSTRA;MATRIZ;5;1,5969
sample100-7920.gr;DIJKSTRA;MATRIZ;6;1,7309
sample100-7920.gr;DIJKSTRA;MATRIZ;7;1,6261
sample100-7920.gr;DIJKSTRA;MATRIZ;8;1,6555
sample100-7920.gr;DIJKSTRA;MATRIZ;9;1,6596
sample100-7920.gr;DIJKSTRA;MATRIZ;10;1,6718
sample100-7920.gr;DIJKSTRA;MATRIZ;11;1,6407
sample100-7920.gr;BELLMANFORD;LISTA;1;2,0413
sample100-7920.gr;BELLMANFORD;LISTA;2;1,9545
sample100-7920.gr;BELLMANFORD;LISTA;3;2,1158
sample100-7920.gr;BELLMANFORD;LISTA;4;1,9700
sample100-7920.gr;BELLMANFORD;LISTA;5;2,0251
sample100-7920.gr;BELLMANFORD;LISTA;6;2,0856
sample100-7920.gr;BELLMANFORD;LISTA;7;2,0333
sample100-7920.gr;BELLMANFORD;LISTA;8;1,9315
sample100-7920.gr;BELLMANFORD;LISTA;9;1,9912
sample100-7920.gr;BELLMANFORD;LISTA;10;1,9824
sample100-7920.gr;BELLMANFORD;LISTA;11;2,1019
sample100-7920.gr;BELLMANFORD;MATRIZ;1;12,2297
sample100-7920.gr;BELLMANFORD;MATRIZ;2;8,8986
sample100-7920.gr;BELLMANFORD;MATRIZ;3;9,5684
sample100-7920.gr;BELLMANFORD;MATRIZ;4;8,0720
sample100-7920.gr;BELLMANFORD;MATRIZ;5;7,7391
sample100-7920.gr;BELLMANFORD;MATRIZ;6;8,1560
sample100-7920.gr;BELLMANFORD;MATRIZ;7;9,1901
sample100-7920.gr;BELLMANFORD;MATRIZ;8;8,0068
sample100-7920.gr;BELLMANFORD;MATRIZ;9;7,6213
sample100-7920.gr;BELLMANFORD;MATRIZ;10;8,3693
sample100-7920.gr;BELLMANFORD;MATRIZ;11;9,6866
sample100-7920.gr;FLOYDWARSHALL;LISTA;1;154,2872
sample100-7920.gr;FLOYDWARSHALL;LISTA;2;195,7256
sample100-7920.gr;FLOYDWARSHALL;LISTA;3;179,0698
sample100-7920.gr;FLOYDWARSHALL;LISTA;4;168,2150
sample100-7920.gr;FLOYDWARSHALL;LISTA;5;168,3225
sample100-7920.gr;FLOYDWARSHALL;LISTA;6;194,7613
sample100-7920.gr;FLOYDWARSHALL;LISTA;7;179,8838
sample100-7920.gr;FLOYDWARSHALL;LISTA;8;173,4491
sample100-7920.gr;FLOYDWARSHALL;LISTA;9;183,9355
sample100-7920.gr;FLOYDWARSHALL;LISTA;10;161,4684
sample100-7920.gr;FLOYDWARSHALL;LISTA;11;185,5387
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;1;174,0377
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;2;183,4816
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;3;175,8257
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;4;181,0129
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;5;175,4272
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;6;181,5098
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;7;176,8107
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;8;178,1726
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;9;180,6366
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;10;161,5336
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;11;170,4386
sample100-9900.gr;BFS;LISTA;1;1,2022
sample100-9900.gr;BFS;LISTA;2;1,2947
sample100-9900.gr;BFS;LISTA;3;1,3662
sample100-9900.gr;BFS;LISTA;4;1,2630
sample100-9900.gr;BFS;LISTA;5;1,2247
sample100-9900.gr;BFS;LISTA;6;1,2521
sample100-9900.gr;BFS;LISTA;7;1,0339
sample100-9900.gr;BFS;LISTA;8;1,0614
sample100-9900.gr;BFS;LISTA;9;1,0469
sample100-9900.gr;BFS;LISTA;10;0,9998
sample100-9900.gr;BFS;LISTA;11;1,1131
sample100-9900.gr;BFS;MATRIZ;1;1,4189
sample100-9900.gr;BFS;MATRIZ;2;1,4152
sample100-9900.gr;BFS;MATRIZ;3;1,3696
sample100-9900.gr;BFS;MATRIZ;4;1,6007
sample100-9900.gr;BFS;MATRIZ;5;1,5592
sample100-9900.gr;BFS;MATRIZ;6;1,5489
sample100-9900.gr;BFS;MATRIZ;7;1,5721
sample100-9900.gr;BFS;MATRIZ;8;1,5517
sample100-9900.gr;BFS;MATRIZ;9;1,5613
sample100-9900.gr;BFS;MATRIZ;10;1,4971
sample100-9900.gr;BFS;MATRIZ;11;1,5786
sample100-9900.gr;DFS;LISTA;1;1,3981
sample100-9900.gr;DFS;LISTA;2;1,9241
sample100-9900.gr;DFS;LISTA;3;2,3064
sample100-9900.gr;DFS;LISTA;4;2,3273
sample100-9900.gr;DFS;LISTA;5;2,3030
sample100-9900.gr;DFS;LISTA;6;2,2684
sample100-9900.gr;DFS;LISTA;7;2,2677
sample100-9900.gr;DFS;LISTA;8;2,1891
sample100-9900.gr;DFS;LISTA;9;2,2667
sample100-9900.gr;DFS;LISTA;10;2,2558
sample100-9900.gr;DFS;LISTA;11;2,2684
sample100-9900.gr;DFS;MATRIZ;1;2,3453
sample100-9900.gr;DFS;MATRIZ;2;2,3840
sample100-9900.gr;DFS;MATRIZ;3;2,4111
sample100-9900.gr;DFS;MATRIZ;4;2,3314
sample100-9900.gr;DFS;MATRIZ;5;2,3322
sample100-9900.gr;DFS;MATRIZ;6;2,3642
sample100-9900.gr;DFS;MATRIZ;7;2,3462
sample100-9900.gr;DFS;MATRIZ;8;2,3193
sample100-9900.gr;DFS;MATRIZ;9;2,3876
sample100-9900.gr;DFS;MATRIZ;10;2,3577
sample100-9900.gr;DFS;MATRIZ;11;2,3894
sample100-9900.gr;KRUSKAL;LISTA;1;3,8192
sample100-9900.gr;KRUSKAL;LISTA;2;3,4978
sample100-9900.gr;KRUSKAL;LISTA;3;3,6483
sample100-9900.gr;KRUSKAL;LISTA;4;3,6863
sample100-9900.gr;KRUSKAL;LISTA;5;3,6177
sample100-9900.gr;KRUSKAL;LISTA;6;3,6016
sample100-9900.gr;KRUSKAL;LISTA;7;3,0702
sample100-9900.gr;KRUSKAL;LISTA;8;3,3426
sample100-9900.gr;KRUSKAL;LISTA;9;3,6382
sample100-9900.gr;KRUSKAL;LISTA;10;3,7214
sample100-9900.gr;KRUSKAL;LISTA;11;3,7951
sample100-9900.gr;KRUSKAL;MATRIZ;1;3,8594
sample100-9900.gr;KRUSKAL;MATRIZ;2;3,9272
sample100-9900.gr;KRUSKAL;MATRIZ;3;3,7427
sample100-9900.gr;KRUSKAL;MATRIZ;4;3,8156
sample100-9900.gr;KRUSKAL;MATRIZ;5;3,7679
sample100-9900.gr;KRUSKAL;MATRIZ;6;3,6972
sample100-9900.gr;KRUSKAL;MATRIZ;7;2,6813
sample100-9900.gr;KRUSKAL;MATRIZ;8;2,7030
sample100-9900.gr;KRUSKAL;MATRIZ;9;2,7935
sample100-9900.gr;KRUSKAL;MATRIZ;10;2,7165
sample100-9900.gr;KRUSKAL;MATRIZ;11;2,7730
sample100-9900.gr;PRIM;LISTA;1;2,9089
sample100-9900.gr;PRIM;LISTA;2;2,9813
sample100-9900.gr;PRIM;LISTA;3;2,8444
sample100-9900.gr;PRIM;LISTA;4;2,8915
sample100-9900.gr;PRIM;LISTA;5;2,8731
sample100-9900.gr;PRIM;LISTA;6;2,8478
sample100-9900.gr;PRIM;LISTA;7;2,7692
sample100-9900.gr;PRIM;LISTA;8;2,6706
sample100-9900.gr;PRIM;LISTA;9;2,6753
sample100-9900.gr;PRIM;LISTA;10;2,8609
sample100-9900.gr;PRIM;LISTA;11;2,8887
sample100-9900.gr;PRIM;MATRIZ;1;3,2835
sample100-9900.gr;PRIM;MATRIZ;2;2,9370
sample100-9900.gr;PRIM;MATRIZ;3;3,2271
sample100-9900.gr;PRIM;MATRIZ;4;2,9603
sample100-9900.gr;PRIM;MATRIZ;5;3,1874
sample100-9900.gr;PRIM;MATRIZ;6;2,9719
sample100-9900.gr;PRIM;MATRIZ;7;3,1455
sample100-9900.gr;PRIM;MATRIZ;8;2,9099
sample100-9900.gr;PRIM;MATRIZ;9;3,0811
sample100-9900.gr;PRIM;MATRIZ;10;2,9382
sample100-9900.gr;PRIM;MATRIZ;11;3,0766
sample100-9900.gr;DIJKSTRA;LISTA;1;1,4504
sample100-9900.gr;DIJKSTRA;LISTA;2;1,2796
sample100-9900.gr;DIJKSTRA;LISTA;3;1,2559
sample100-9900.gr;DIJKSTRA;LISTA;4;1,2334
sample100-9900.gr;DIJKSTRA;LISTA;5;1,2428
sample100-9900.gr;DIJKSTRA;LISTA;6;1,2351
sample100-9900.gr;DIJKSTRA;LISTA;7;1,5298
sample100-9900.gr;DIJKSTRA;LISTA;8;1,2981
sample100-9900.gr;DIJKSTRA;LISTA;9;1,3880
sample100-9900.gr;DIJKSTRA;LISTA;10;1,3805
sample100-9900.gr;DIJKSTRA;LISTA;11;1,2335
sample100-9900.gr;DIJKSTRA;MATRIZ;1;1,5159
sample100-9900.gr;DIJKSTRA;MATRIZ;2;1,4921
sample100-9900.gr;DIJKSTRA;MATRIZ;3;1,5276
sample100-9900.gr;DIJKSTRA;MATRIZ;4;1,4748
sample100-9900.gr;DIJKSTRA;MATRIZ;5;1,4848
sample100-9900.gr;DIJKSTRA;MATRIZ;6;1,4808
sample100-9900.gr;DIJKSTRA;MATRIZ;7;1,5118
sample100-9900.gr;DIJKSTRA;MATRIZ;8;1,4464
sample100-9900.gr;DIJKSTRA;MATRIZ;9;1,7459
sample100-9900.gr;DIJKSTRA;MATRIZ;10;1,4911
sample100-9900.gr;DIJKSTRA;MATRIZ;11;1,4892
sample100-9900.gr;BELLMANFORD;LISTA;1;3,2381
sample100-9900.gr;BELLMANFORD;LISTA;2;4,2780
sample100-9900.gr;BELLMANFORD;LISTA;3;4,2481
sample100-9900.gr;BELLMANFORD;LISTA;4;3,2906
sample100-9900.gr;BELLMANFORD;LISTA;5;4,1242
sample100-9900.gr;BELLMANFORD;LISTA;6;3,2764
sample100-9900.gr;BELLMANFORD;LISTA;7;3,9897
sample100-9900.gr;BELLMANFORD;LISTA;8;3,3592
sample100-9900.gr;BELLMANFORD;LISTA;9;4,0770
sample100-9900.gr;BELLMANFORD;LISTA;10;4,1621
sample100-9900.gr;BELLMANFORD;LISTA;11;4,0847
sample100-9900.gr;BELLMANFORD;MATRIZ;1;10,6968
sample100-9900.gr;BELLMANFORD;MATRIZ;2;10,2465
sample100-9900.gr;BELLMANFORD;MATRIZ;3;9,2731
sample100-9900.gr;BELLMANFORD;MATRIZ;4;9,4299
sample100-9900.gr;BELLMANFORD;MATRIZ;5;10,5511
sample100-9900.gr;BELLMANFORD;MATRIZ;6;9,5798
sample100-9900.gr;BELLMANFORD;MATRIZ;7;10,0933
sample100-9900.gr;BELLMANFORD;MATRIZ;8;8,4908
sample100-9900.gr;BELLMANFORD;MATRIZ;9;9,2907
sample100-9900.gr;BELLMANFORD;MATRIZ;10;7,6451
sample100-9900.gr;BELLMANFORD;MATRIZ;11;8,1096
sample100-9900.gr;FLOYDWARSHALL;LISTA;1;162,6012
sample100-9900.gr;FLOYDWARSHALL;LISTA;2;163,8725
sample100-9900.gr;FLOYDWARSHALL;LISTA;3;163,2231
sample100-9900.gr;FLOYDWARSHALL;LISTA;4;175,5387
sample100-9900.gr;FLOYDWARSHALL;LISTA;5;160,7711
sample100-9900.gr;FLOYDWARSHALL;LISTA;6;154,9479
sample100-9900.gr;FLOYDWARSHALL;LISTA;7;166,2801
sample100-9900.gr;FLOYDWARSHALL;LISTA;8;178,7821
sample100-9900.gr;FLOYDWARSHALL;LISTA;9;179,2292
sample100-9900.gr;FLOYDWARSHALL;LISTA;10;173,0060
sample100-9900.gr;FLOYDWARSHALL;LISTA;11;182,9983
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;1;173,3428
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;2;187,4723
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;3;177,6416
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;4;181,9916
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;5;184,5468
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;6;181,6762
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;7;184,6475
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;8;174,4574
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;9;184,2381
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;10;179,0003
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;11;189,1101
sample200-15920.gr;BFS;LISTA;1;5,2992
sample200-15920.gr;BFS;LISTA;2;4,9241
sample200-15920.gr;BFS;LISTA;3;4,9072
sample200-15920.gr;BFS;LISTA;4;4,9784
sample200-15920.gr;BFS;LISTA;5;4,9820
sample200-15920.gr;BFS;LISTA;6;3,9843
sample200-15920.gr;BFS;LISTA;7;3,8858
sample200-15920.gr;BFS;LISTA;8;3,1381
sample200-15920.gr;BFS;LISTA;9;3,2521
sample200-15920.gr;BFS;LISTA;10;3,4224
sample200-15920.gr;BFS;LISTA;11;4,2225
sample200-15920.gr;BFS;MATRIZ;1;5,4082
sample200-15920.gr;BFS;MATRIZ;2;5,3193
sample200-15920.gr;BFS;MATRIZ;3;5,3565
sample200-15920.gr;BFS;MATRIZ;4;5,5590
sample200-15920.gr;BFS;MATRIZ;5;5,4155
sample200-15920.gr;BFS;MATRIZ;6;5,4441
sample200-15920.gr;BFS;MATRIZ;7;5,5745
sample200-15920.gr;BFS;MATRIZ;8;5,4168
sample200-15920.gr;BFS;MATRIZ;9;4,2693
sample200-15920.gr;BFS;MATRIZ;10;3,6893
sample200-15920.gr;BFS;MATRIZ;11;3,5162
sample200-15920.gr;DFS;LISTA;1;2,6100
sample200-15920.gr;DFS;LISTA;2;2,3717
sample200-15920.gr;DFS;LISTA;3;2,2989
sample200-15920.gr;DFS;LISTA;4;2,3169
sample200-15920.gr;DFS;LISTA;5;2,3350
sample200-15920.gr;DFS;LISTA;6;2,1788
sample200-15920.gr;DFS;LISTA;7;2,2141
sample200-15920.gr;DFS;LISTA;8;2,2441
sample200-15920.gr;DFS;LISTA;9;2,1699
sample200-15920.gr;DFS;LISTA;10;2,2626
sample200-15920.gr;DFS;LISTA;11;2,4101
sample200-15920.gr;DFS;MATRIZ;1;3,5776
sample200-15920.gr;DFS;MATRIZ;2;3,4901
sample200-15920.gr;DFS;MATRIZ;3;3,3809
sample200-15920.gr;DFS;MATRIZ;4;3,4878
sample200-15920.gr;DFS;MATRIZ;5;3,4342
sample200-15920.gr;DFS;MATRIZ;6;3,4118
sample200-15920.gr;DFS;MATRIZ;7;3,4320
sample200-15920.gr;DFS;MATRIZ;8;3,3795
sample200-15920.gr;DFS;MATRIZ;9;3,4372
sample200-15920.gr;DFS;MATRIZ;10;3,3252
sample200-15920.gr;DFS;MATRIZ;11;3,3766
sample200-15920.gr;KRUSKAL;LISTA;1;6,9250
sample200-15920.gr;KRUSKAL;LISTA;2;6,8279
sample200-15920.gr;KRUSKAL;LISTA;3;6,8648
sample200-15920.gr;KRUSKAL;LISTA;4;7,5807
sample200-15920.gr;KRUSKAL;LISTA;5;6,2028
sample200-15920.gr;KRUSKAL;LISTA;6;5,9703
sample200-15920.gr;KRUSKAL;LISTA;7;8,4674
sample200-15920.gr;KRUSKAL;LISTA;8;8,7703
sample200-15920.gr;KRUSKAL;LISTA;9;8,8426
sample200-15920.gr;KRUSKAL;LISTA;10;6,2230
sample200-15920.gr;KRUSKAL;LISTA;11;6,3239
sample200-15920.gr;KRUSKAL;MATRIZ;1;8,7859
sample200-15920.gr;KRUSKAL;MATRIZ;2;8,9191
sample200-15920.gr;KRUSKAL;MATRIZ;3;9,0150
sample200-15920.gr;KRUSKAL;MATRIZ;4;8,9068
sample200-15920.gr;KRUSKAL;MATRIZ;5;8,6781
sample200-15920.gr;KRUSKAL;MATRIZ;6;8,0010
sample200-15920.gr;KRUSKAL;MATRIZ;7;6,6023
sample200-15920.gr;KRUSKAL;MATRIZ;8;6,9491
sample200-15920.gr;KRUSKAL;MATRIZ;9;6,1901
sample200-15920.gr;KRUSKAL;MATRIZ;10;6,3296
sample200-15920.gr;KRUSKAL;MATRIZ;11;6,2549
sample200-15920.gr;PRIM;LISTA;1;7,0482
sample200-15920.gr;PRIM;LISTA;2;7,1275
sample200-15920.gr;PRIM;LISTA;3;7,0692
sample200-15920.gr;PRIM;LISTA;4;7,0286
sample200-15920.gr;PRIM;LISTA;5;7,0235
sample200-15920.gr;PRIM;LISTA;6;7,1990
sample200-15920.gr;PRIM;LISTA;7;7,0627
sample200-15920.gr;PRIM;LISTA;8;7,0747
sample200-15920.gr;PRIM;LISTA;9;7,0791
sample200-15920.gr;PRIM;LISTA;10;7,0608
sample200-15920.gr;PRIM;LISTA;11;7,0399
sample200-15920.gr;PRIM;MATRIZ;1;7,8452
sample200-15920.gr;PRIM;MATRIZ;2;8,6868
sample200-15920.gr;PRIM;MATRIZ;3;7,3403
sample200-15920.gr;PRIM;MATRIZ;4;8,1158
sample200-15920.gr;PRIM;MATRIZ;5;8,4181
sample200-15920.gr;PRIM;MATRIZ;6;7,7850
sample200-15920.gr;PRIM;MATRIZ;7;7,9285
sample200-15920.gr;PRIM;MATRIZ;8;8,4803
sample200-15920.gr;PRIM;MATRIZ;9;7,6553
sample200-15920.gr;PRIM;MATRIZ;10;8,0951
sample200-15920.gr;PRIM;MATRIZ;11;8,0805
sample200-15920.gr;DIJKSTRA;LISTA;1;2,8738
sample200-15920.gr;DIJKSTRA;LISTA;2;2,8595
sample200-15920.gr;DIJKSTRA;LISTA;3;2,6199
sample200-15920.gr;DIJKSTRA;LISTA;4;2,6684
sample200-15920.gr;DIJKSTRA;LISTA;5;2,6531
sample200-15920.gr;DIJKSTRA;LISTA;6;3,0733
sample200-15920.gr;DIJKSTRA;LISTA;7;3,2476
sample200-15920.gr;DIJKSTRA;LISTA;8;2,6716
sample200-15920.gr;DIJKSTRA;LISTA;9;2,5772
sample200-15920.gr;DIJKSTRA;LISTA;10;2,5803
sample200-15920.gr;DIJKSTRA;LISTA;11;2,6408
sample200-15920.gr;DIJKSTRA;MATRIZ;1;6,4385
sample200-15920.gr;DIJKSTRA;MATRIZ;2;7,0939
sample200-15920.gr;DIJKSTRA;MATRIZ;3;6,7916
sample200-15920.gr;DIJKSTRA;MATRIZ;4;6,4332
sample200-15920.gr;DIJKSTRA;MATRIZ;5;6,6870
sample200-15920.gr;DIJKSTRA;MATRIZ;6;6,2777
sample200-15920.gr;DIJKSTRA;MATRIZ;7;6,7288
sample200-15920.gr;DIJKSTRA;MATRIZ;8;6,3991
sample200-15920.gr;DIJKSTRA;MATRIZ;9;6,5172
sample200-15920.gr;DIJKSTRA;MATRIZ;10;6,9591
sample200-15920.gr;DIJKSTRA;MATRIZ;11;6,6636
sample200-15920.gr;BELLMANFORD;LISTA;1;11,3078
sample200-15920.gr;BELLMANFORD;LISTA;2;8,5235
sample200-15920.gr;BELLMANFORD;LISTA;3;8,0176
sample200-15920.gr;BELLMANFORD;LISTA;4;8,0714
sample200-15920.gr;BELLMANFORD;LISTA;5;7,9783
sample200-15920.gr;BELLMANFORD;LISTA;6;8,0356
sample200-15920.gr;BELLMANFORD;LISTA;7;7,9776
sample200-15920.gr;BELLMANFORD;LISTA;8;9,5381
sample200-15920.gr;BELLMANFORD;LISTA;9;8,0012
sample200-15920.gr;BELLMANFORD;LISTA;10;8,2131
sample200-15920.gr;BELLMANFORD;LISTA;11;8,1862
sample200-15920.gr;BELLMANFORD;MATRIZ;1;75,7177
sample200-15920.gr;BELLMANFORD;MATRIZ;2;72,9160
sample200-15920.gr;BELLMANFORD;MATRIZ;3;73,4445
sample200-15920.gr;BELLMANFORD;MATRIZ;4;72,9137
sample200-15920.gr;BELLMANFORD;MATRIZ;5;72,7157
sample200-15920.gr;BELLMANFORD;MATRIZ;6;71,6212
sample200-15920.gr;BELLMANFORD;MATRIZ;7;70,5189
sample200-15920.gr;BELLMANFORD;MATRIZ;8;72,3016
sample200-15920.gr;BELLMANFORD;MATRIZ;9;75,3324
sample200-15920.gr;BELLMANFORD;MATRIZ;10;75,3323
sample200-15920.gr;BELLMANFORD;MATRIZ;11;74,3373
sample200-15920.gr;FLOYDWARSHALL;LISTA;1;714,3099
sample200-15920.gr;FLOYDWARSHALL;LISTA;2;703,9908
sample200-15920.gr;FLOYDWARSHALL;LISTA;3;717,6854
sample200-15920.gr;FLOYDWARSHALL;LISTA;4;728,4123
sample200-15920.gr;FLOYDWARSHALL;LISTA;5;698,4135
sample200-15920.gr;FLOYDWARSHALL;LISTA;6;744,0146
sample200-15920.gr;FLOYDWARSHALL;LISTA;7;731,1376
sample200-15920.gr;FLOYDWARSHALL;LISTA;8;736,0808
sample200-15920.gr;FLOYDWARSHALL;LISTA;9;732,6798
sample200-15920.gr;FLOYDWARSHALL;LISTA;10;740,5571
sample200-15920.gr;FLOYDWARSHALL;LISTA;11;723,9387
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;1;755,4278
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;2;682,7497
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;3;743,3213
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;4;735,5603
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;5;725,7606
